Date,Close Price,Open Price,High Price,Low Price,Total Traded Quantity,Month,Year,Day_perc_Change,Trend
2019-02-05,1658.81,1643.34,1665.26,1642.5,4.45,2,2019,1.1309182690548925,Positive
2019-02-04,1633.31,1623.0,1649.63,1613.5,4.93,2,2019,-1.537246580379914,Negative
2019-02-01,1626.23,1638.88,1673.06,1622.01,11.51,2,2019,-0.4334755802633872,Slight or No change
2019-01-31,1718.73,1692.85,1736.41,1679.08,10.91,1,2019,5.688002312096074,Among top gainers
2019-01-30,1670.43,1623.0,1676.95,1619.68,5.78,1,2019,-2.810214518859855,Negative
2019-01-29,1593.88,1631.27,1632.38,1590.72,4.63,1,2019,-4.5826523709464055,Among top losers
2019-01-28,1637.89,1643.59,1645.0,1614.09,4.84,1,2019,2.7611865385098078,Positive
2019-01-25,1670.57,1670.5,1683.48,1661.61,4.96,1,2019,1.9952499862627926,Positive
2019-01-24,1654.93,1641.07,1657.26,1631.78,4.09,1,2019,-0.9362074022638889,Slight negative
2019-01-23,1640.02,1656.0,1657.43,1612.0,5.23,1,2019,-0.9009444508226938,Slight negative
2019-01-22,1632.17,1681.0,1681.87,1610.2,6.42,1,2019,-0.47865269935731813,Slight or No change
2019-01-18,1696.2,1712.0,1716.2,1691.54,6.02,1,2019,3.922998217097473,Among top gainers
2019-01-17,1693.22,1680.0,1700.17,1677.5,4.21,1,2019,-0.1756868293833258,Slight or No change
2019-01-16,1683.78,1684.22,1705.0,1675.88,6.37,1,2019,-0.5575176291326644,Slight negative
2019-01-15,1674.56,1632.0,1675.16,1626.01,6.0,1,2019,-0.5475774744919226,Slight negative
2019-01-14,1617.21,1615.0,1648.2,1595.15,6.01,1,2019,-3.424780240779657,Among top losers
2019-01-11,1640.56,1640.55,1660.29,1636.22,4.69,1,2019,1.4438446460261822,Positive
2019-01-10,1656.22,1641.01,1663.25,1621.62,6.51,1,2019,0.9545521041595562,Slight positive
2019-01-09,1659.42,1652.98,1667.8,1641.4,6.35,1,2019,0.1932110468416015,Slight or No change
2019-01-08,1656.58,1664.69,1676.61,1616.61,8.88,1,2019,-0.1711441346976761,Slight or No change
2019-01-07,1629.51,1602.31,1634.56,1589.18,7.99,1,2019,-1.6340895097127772,Negative
2019-01-04,1575.39,1530.0,1594.0,1518.31,9.18,1,2019,-3.3212438094887387,Among top losers
2019-01-03,1500.28,1520.01,1538.0,1497.11,6.98,1,2019,-4.767708313496987,Among top losers
2019-01-02,1539.13,1465.2,1553.36,1460.93,7.98,1,2019,2.5895166235636147,Positive
2018-12-31,1501.97,1510.8,1520.76,1487.0,6.95,12,2018,-2.414350964505929,Negative
2018-12-28,1478.02,1473.35,1513.47,1449.0,8.83,12,2018,-1.5945724615005652,Negative
2018-12-27,1461.64,1454.2,1469.0,1390.31,9.72,12,2018,-1.1082394013612773,Negative
2018-12-26,1470.9,1368.89,1473.16,1363.01,10.41,12,2018,0.633534933362534,Slight positive
2018-12-24,1343.96,1346.0,1396.03,1307.0,7.22,12,2018,-8.630090420830783,Bear drop
2018-12-21,1377.45,1464.99,1480.0,1363.96,13.64,12,2018,2.4918896395726087,Positive
2018-12-20,1460.83,1484.0,1509.5,1432.69,9.99,12,2018,6.053214272750362,Among top gainers
2018-12-19,1495.08,1543.05,1584.53,1483.18,8.79,12,2018,2.3445575460525836,Positive
2018-12-18,1551.48,1540.0,1567.55,1523.01,6.52,12,2018,3.7723733847018215,Among top gainers
2018-12-17,1520.91,1566.0,1576.13,1505.01,8.83,12,2018,-1.9703766725964855,Negative
2018-12-14,1591.91,1638.0,1642.57,1585.0,6.37,12,2018,4.668257819331845,Among top gainers
2018-12-13,1658.38,1680.0,1692.12,1641.5,5.27,12,2018,4.175487307699566,Among top gainers
2018-12-12,1663.54,1669.0,1704.99,1660.27,6.6,12,2018,0.3111470229983482,Slight or No change
2018-12-11,1643.24,1678.0,1679.47,1619.6,6.24,12,2018,-1.2202892626567374,Negative
2018-12-10,1641.03,1623.84,1657.99,1590.87,7.49,12,2018,-0.1344903970205258,Slight or No change
2018-12-07,1629.13,1705.07,1718.93,1625.46,7.58,12,2018,-0.7251543238088187,Slight negative
2018-12-06,1699.19,1614.87,1701.05,1609.85,8.79,12,2018,4.300454843996482,Among top gainers
2018-12-04,1668.4,1756.0,1770.34,1665.0,8.69,12,2018,-1.8120398542835092,Negative
2018-12-03,1772.36,1769.46,1778.34,1730.0,6.86,12,2018,6.2311196355789855,Among top gainers
2018-11-30,1690.17,1679.5,1696.0,1666.5,5.76,11,2018,-4.637319731882905,Among top losers
2018-11-29,1673.57,1674.99,1689.99,1652.33,6.61,11,2018,-0.982149724583925,Slight negative
2018-11-28,1677.75,1613.92,1681.45,1601.21,8.46,11,2018,0.2497654714173958,Slight or No change
2018-11-27,1581.42,1575.99,1597.65,1558.01,5.78,11,2018,-5.741618238712554,Among top losers
2018-11-26,1581.33,1539.0,1584.81,1524.22,6.26,11,2018,-0.005691087756587443,Slight or No change
2018-11-23,1502.06,1517.0,1536.2,1501.81,2.71,11,2018,-5.0128689141418885,Among top losers
2018-11-21,1516.73,1542.99,1550.0,1515.0,5.72,11,2018,0.9766587220217726,Slight positive
2018-11-20,1495.46,1437.5,1534.75,1420.0,10.88,11,2018,-1.4023590223704918,Negative
2018-11-19,1512.29,1577.01,1581.19,1503.36,7.79,11,2018,1.125406229521353,Positive
2018-11-16,1593.41,1587.5,1614.48,1573.12,6.07,11,2018,5.36405054586091,Among top gainers
2018-11-15,1619.44,1581.01,1624.82,1546.51,8.43,11,2018,1.6336034040203007,Positive
2018-11-14,1599.01,1656.32,1673.0,1597.07,6.49,11,2018,-1.261547201501756,Negative
2018-11-13,1631.17,1649.29,1677.06,1613.75,5.93,11,2018,2.011244457508088,Positive
2018-11-12,1636.85,1698.24,1708.55,1630.01,6.81,11,2018,0.3482163109914893,Slight or No change
2018-11-09,1712.43,1732.5,1743.92,1701.87,5.9,11,2018,4.617405382289164,Among top gainers
2018-11-08,1754.91,1755.0,1784.0,1725.11,6.53,11,2018,2.4806853418825936,Positive
2018-11-07,1755.49,1673.0,1759.23,1664.08,8.19,11,2018,0.033050127926781414,Slight or No change
2018-11-06,1642.81,1618.35,1665.0,1614.55,4.26,11,2018,-6.418720699064084,Among top losers
2018-11-05,1627.8,1657.57,1658.09,1596.36,5.62,11,2018,-0.9136783925103975,Slight negative
2018-11-02,1665.53,1678.59,1697.44,1651.83,6.96,11,2018,2.317852316009339,Positive
2018-11-01,1665.53,1623.53,1670.45,1598.44,8.14,11,2018,0.0,Slight or No change
2018-10-31,1598.01,1569.99,1623.91,1565.09,9.39,10,2018,-4.053964803996324,Among top losers
2018-10-30,1530.42,1486.16,1540.99,1476.36,12.46,10,2018,-4.229635609289051,Among top losers
2018-10-29,1538.88,1660.0,1665.74,1495.0,13.87,10,2018,0.5527894303524628,Slight positive
2018-10-26,1642.81,1649.59,1698.46,1603.0,14.96,10,2018,6.753613017259297,Among top gainers
2018-10-25,1782.17,1703.34,1794.81,1692.01,10.29,10,2018,8.483026034660135,Bull run
2018-10-24,1664.2,1773.7,1777.71,1656.56,6.93,10,2018,-6.619458300835501,Among top losers
2018-10-23,1768.7,1742.24,1776.34,1714.0,6.72,10,2018,6.279293354164173,Among top gainers
2018-10-22,1789.3,1784.0,1809.5,1756.0,4.5,10,2018,1.164697235257539,Positive
2018-10-19,1764.03,1785.16,1809.1,1753.0,5.91,10,2018,-1.4122841334600067,Negative
2018-10-18,1770.72,1821.49,1830.15,1767.87,5.87,10,2018,0.37924525093111505,Slight or No change
2018-10-17,1831.73,1842.79,1845.0,1807.0,5.3,10,2018,3.4454910996656762,Among top gainers
2018-10-16,1819.96,1783.5,1823.88,1761.55,5.86,10,2018,-0.6425619496323143,Slight negative
2018-10-15,1760.95,1795.0,1795.05,1734.23,6.44,10,2018,-3.2423789533835956,Among top losers
2018-10-12,1788.61,1808.0,1808.95,1742.53,9.44,10,2018,1.5707430648229659,Positive
2018-10-11,1719.36,1724.0,1755.4,1685.1,13.94,10,2018,-3.8717216162271306,Among top losers
2018-10-10,1755.25,1857.89,1858.56,1754.41,10.99,10,2018,2.0874046156709625,Positive
2018-10-09,1870.32,1859.99,1896.68,1852.32,4.77,10,2018,6.5557612875658755,Among top gainers
2018-10-08,1864.42,1874.0,1902.0,1830.66,7.39,10,2018,-0.31545403995038024,Slight or No change
2018-10-05,1889.65,1917.99,1929.08,1862.83,6.82,10,2018,1.353235858872992,Positive
2018-10-04,1909.42,1949.0,1956.0,1896.57,7.26,10,2018,1.0462254914931357,Positive
2018-10-03,1952.76,1981.7,1989.7,1949.81,5.25,10,2018,2.2697992060416228,Positive
2018-10-02,1971.31,1999.99,2013.39,1965.77,5.4,10,2018,0.9499375243245511,Slight positive
2018-10-01,2004.36,2021.99,2033.19,2003.6,3.47,10,2018,1.6765501113472636,Positive
2018-09-28,2003.0,2004.41,2026.52,1996.46,4.09,9,2018,-0.06785208246022911,Slight or No change
2018-09-27,2012.98,1993.24,2016.16,1988.58,4.33,9,2018,0.49825262106839574,Slight or No change
2018-09-26,1974.85,1968.5,1995.25,1961.52,4.31,9,2018,-1.8942065991713886,Negative
2018-09-25,1974.55,1942.9,1975.91,1938.85,4.54,9,2018,-0.015191027166616689,Slight or No change
